ID,PA,PB,PC,PD,PE,PF,PG
PR44813,1385226,650530,414245,281247,158219,129394,96537
PR44814,1385581,650729,414352,281320,158260,129425,96562
PR44815,1385954,650914,414474,281398,158308,129459,96590
PR44816,1386309,651113,414583,281470,158351,129490,96616
PR44817,1386677,651322,414700,281542,158397,129522,96644
PR44818,1387037,651526,414816,281612,158443,129555,96672
PR44819,1387215,651595,414867,281656,158458,129574,96686
PR44820,1387340,651683,414917,281683,158467,129585,96698
PR44821,1387670,651843,415012,281752,158502,129615,96723
PR44822,1387981,651999,415106,281817,158535,129644,96746
PR44823,1388157,652083,415158,281863,158552,129665,96760
PR44824,1388284,652160,415199,281901,158562,129681,96774
PR44825,1388412,652236,415241,281942,158573,129698,96788
PR44826,1388515,652307,415274,281973,158581,129713,96799
PR44827,1388595,652360,415308,281996,158588,129724,96808
PR44828,1388671,652409,415336,282019,158596,129735,96817
PR44829,1388748,652453,415365,282040,158604,129745,96826
PR44830,1388833,652500,415398,282066,158620,129758,96836
PR44831,1388913,652551,415429,282088,158626,129769,96845
PR44832,1388996,652603,415465,282111,158633,129780,96855
PR44833,1389115,652673,415490,282149,158638,129794,96865
PR44834,1389422,652853,415580,282208,158667,129821,96887
PR44835,1389601,652931,415623,282250,158678,129839,96900
PR44836,1389948,653142,415723,282323,158719,129869,96925
PR44837,1390341,653337,415835,282402,158762,129901,96950
PR44838,1390682,653538,415934,282467,158802,129930,96974
PR44839,1391070,653748,416060,282547,158851,129966,97003
PR44840,1391430,653947,416168,282621,158892,129997,97029
PR44841,1391844,654149,416296,282704,158942,130033,97057
PR44842,1392166,654350,416390,282770,158980,130062,97080
PR44843,1392530,654532,416504,282847,159026,130094,97107
PR44844,1392848,654735,416599,282913,159065,130123,97130
PR44845,1393230,654932,416725,282989,159115,130159,97156
PR44846,1393617,655132,416848,283064,159167,130196,97184
PR44847,1393945,655316,416942,283123,159205,130224,97207
PR44848,1394263,655463,417028,283191,159239,130252,97231
PR44849,1394553,655592,417099,283248,159267,130276,97250
PR44850,1394687,655640,417141,283284,159282,130294,97261
PR44851,1394857,655704,417194,283327,159297,130314,97273
PR44852,1394984,655755,417240,283362,159310,130332,97284
PR44853,1395090,655829,417274,283398,159318,130347,97297
PR44854,1395172,655885,417304,283426,159329,130359,97307
PR44855,1395249,655935,417333,283450,159336,130371,97316
PR44856,1395357,656000,417381,283486,159357,130388,97329
PR44857,1395445,656053,417418,283516,159376,130403,97340
PR44858,1395522,656092,417446,283535,159385,130412,97349
PR44859,1395600,656134,417476,283556,159394,130423,97358
PR44860,1395740,656214,417513,283594,159400,130437,97368
PR44861,1395923,656300,417557,283633,159410,130451,97377
PR44862,1396226,656428,417622,283692,159432,130473,97395
PR44863,1396500,656550,417678,283740,159453,130494,97410
PR44864,1396784,656668,417741,283788,159472,130516,97427
PR44865,1396994,656743,417781,283828,159481,130532,97437
PR44866,1397301,656907,417868,283883,159515,130558,97457
PR44867,1397631,657067,417952,283943,159549,130584,97477
PR44868,1397848,657188,418019,283986,159572,130604,97493
PR44869,1398087,657360,418100,284039,159608,130626,97512
PR44870,1398247,657430,418151,284079,159626,130646,97525
PR44871,1398386,657494,418193,284120,159637,130664,97538
PR44872,1398511,657552,418236,284157,159647,130682,97549
PR44873,1398627,657633,418272,284192,159656,130697,97561
PR44874,1398740,657711,418310,284228,159665,130713,97575
PR44875,1398843,657784,418345,284259,159674,130727,97587
PR44876,1398946,657856,418376,284293,159681,130742,97599
PR44877,1399043,657924,418407,284323,159688,130756,97609
PR44878,1399132,657986,418439,284349,159695,130769,97618
PR44879,1399402,658119,418514,284408,159725,130793,97641
PR44880,1399617,658238,418574,284457,159751,130813,97658
PR44881,1399871,658366,418644,284514,159780,130836,97679
PR44882,1400182,658521,418732,284581,159818,130864,97704
PR44883,1400382,658636,418791,284628,159842,130884,97721
PR44884,1400547,658746,418854,284670,159867,130902,97737
PR44885,1400714,658858,418914,284711,159891,130920,97752
PR44886,1400979,658988,418991,284771,159922,130944,97771
PR44887,1401388,659193,419100,284851,159962,130974,97795
PR44888,1401793,659390,419215,284937,160006,131005,97821
PR44889,1402078,659541,419302,285010,160041,131029,97841
PR44890,1402445,659734,419407,285086,160079,131059,97864
PR44891,1402797,659895,419516,285165,160123,131090,97890
PR44892,1403094,660082,419608,285228,160161,131118,97913
PR44893,1403459,660271,419726,285304,160209,131151,97940
PR44894,1403813,660469,419835,285374,160252,131181,97966
PR44895,1404185,660679,419957,285448,160302,131215,97994
PR44896,1404450,660833,420039,285505,160335,131240,98016
PR44897,1404775,661007,420141,285571,160376,131269,98041
PR44898,1405133,661202,420256,285649,160426,131302,98069
PR44899,1405459,661380,420353,285721,160469,131332,98096
PR44900,1405780,661554,420453,285792,160510,131361,98122
PR44901,1405948,661660,420513,285830,160533,131378,98138
PR44902,1406056,661734,420550,285864,160544,131392,98151
PR44903,1406161,661807,420587,285895,160554,131406,98163
PR44904,1406264,661877,420623,285925,160563,131419,98174
PR44905,1406346,661933,420653,285950,160573,131431,98183
PR44906,1406461,662011,420692,285986,160589,131446,98195
PR44907,1406589,662091,420740,286026,160609,131464,98209
PR44908,1406697,662163,420777,286058,160624,131478,98220
PR44909,1406772,662213,420805,286082,160633,131490,98229
PR44910,1406847,662254,420830,286103,160643,131500,98238
PR44911,1406976,662343,420873,286134,160651,131512,98248
PR44912,1407136,662483,420934,286177,160679,131526,98263
PR44913,1407304,662608,421006,286232,160710,131542,98279
PR44914,1407513,662743,421093,286299,160741,131562,98297
PR44915,1407874,662910,421201,286378,160783,131591,98323
PR44916,1408153,663097,421288,286442,160821,131618,98345
PR44917,1408484,663261,421386,286514,160860,131646,98369
PR44918,1408739,663399,421470,286584,160893,131669,98388
PR44919,1408960,663559,421551,286641,160929,131690,98408
PR44920,1409299,663729,421652,286717,160968,131718,98431
PR44921,1409662,663904,421763,286795,161012,131750,98457
PR44922,1409944,664085,421851,286860,161049,131778,98479
PR44923,1410289,664292,421949,286928,161089,131808,98503
PR44924,1410669,664480,422066,287007,161134,131841,98531
PR44925,1411026,664665,422179,287083,161179,131873,98558
PR44926,1411340,664869,422272,287150,161218,131902,98581
PR44927,1411698,665049,422388,287226,161265,131935,98609
PR44928,1411984,665233,422475,287289,161301,131962,98631
PR44929,1412349,665423,422585,287359,161347,131994,98659
PR44930,1412462,665501,422625,287391,161358,132007,98671
PR44931,1412583,665584,422668,287433,161374,132024,98688
PR44932,1412695,665662,422707,287469,161387,132039,98703
PR44933,1412770,665708,422733,287491,161396,132050,98711
PR44934,1412845,665747,422756,287511,161407,132059,98720
PR44935,1412918,665786,422778,287530,161418,132068,98728
PR44936,1412992,665825,422800,287550,161430,132078,98736
PR44937,1413066,665862,422822,287569,161441,132086,98744
PR44938,1413278,665950,422864,287614,161453,132099,98753
PR44939,1413498,666031,422904,287655,161464,132112,98763
PR44940,1413752,666152,422956,287698,161483,132132,98776
PR44941,1414077,666326,423046,287754,161518,132158,98798
PR44942,1414360,666481,423114,287799,161548,132179,98813
PR44943,1414616,666617,423171,287839,161576,132197,98826
PR44944,1414800,666720,423232,287875,161601,132212,98839
PR44945,1414954,666817,423298,287914,161623,132225,98852
PR44946,1415068,666932,423349,287954,161645,132235,98864
PR44947,1415180,667009,423399,287994,161660,132246,98875
PR44948,1415287,667117,423453,288035,161683,132258,98889
PR44949,1415408,667212,423507,288082,161702,132271,98900
PR44950,1415770,667410,423622,288158,161752,132304,98928
PR44951,1416114,667595,423727,288231,161796,132335,98955
PR44952,1416344,667719,423797,288278,161826,132354,98974
PR44953,1416662,667881,423888,288350,161866,132384,99001
PR44954,1416911,668007,423959,288404,161895,132407,99021
PR44955,1417157,668132,424029,288461,161925,132430,99042
PR44956,1417287,668221,424073,288500,161940,132445,99057
PR44957,1417408,668305,424115,288536,161954,132459,99071
PR44958,1417516,668382,424153,288574,161966,132475,99086
PR44959,1417619,668453,424189,288608,161977,132489,99099
PR44960,1417717,668520,424223,288639,161987,132502,99111
PR44961,1417804,668580,424255,288666,161997,132514,99121
PR44962,1417882,668633,424284,288689,162007,132526,99130
PR44963,1417959,668683,424313,288712,162016,132537,99139
PR44964,1418048,668744,424347,288746,162030,132551,99153
PR44965,1418123,668790,424373,288769,162040,132562,99161
PR44966,1418206,668840,424403,288793,162052,132574,99171
PR44967,1418282,668880,424428,288813,162063,132584,99180
PR44968,1418356,668920,424451,288833,162074,132593,99188
PR44969,1418431,668959,424474,288853,162086,132602,99196
PR44970,1418504,668996,424496,288872,162097,132611,99204
PR44971,1418580,669035,424521,288891,162108,132620,99213
PR44972,1418657,669077,424549,288913,162117,132630,99221
PR44973,1418739,669132,424582,288936,162123,132641,99230
PR44974,1418837,669197,424618,288962,162131,132652,99240
PR44975,1418982,669286,424661,288996,162140,132665,99251
PR44976,1419222,669427,424735,289041,162167,132687,99268
PR44977,1419515,669590,424808,289090,162196,132708,99284
PR44978,1419855,669779,424901,289151,162228,132734,99304
PR44979,1420047,669907,424961,289192,162256,132751,99318
PR44980,1420231,670016,425015,289231,162279,132766,99330
PR44981,1420455,670184,425103,289295,162317,132788,99349
PR44982,1420628,670326,425178,289352,162349,132805,99366
PR44983,1420766,670428,425237,289408,162375,132820,99379
PR44984,1420994,670566,425309,289472,162407,132838,99398
PR44985,1421203,670688,425378,289529,162436,132855,99416
PR44986,1421415,670819,425450,289598,162465,132872,99434
PR44987,1421648,670977,425534,289661,162502,132894,99454
PR44988,1421990,671152,425640,289737,162548,132926,99481
PR44989,1422190,671267,425699,289788,162570,132947,99500
PR44990,1422317,671353,425742,289827,162583,132963,99515
PR44991,1422538,671474,425811,289881,162607,132987,99536
PR44992,1422659,671557,425852,289919,162617,133003,99549
PR44993,1422916,671691,425934,289981,162647,133030,99574
PR44994,1423084,671797,425985,290028,162666,133051,99591
PR44995,1423241,671904,426036,290073,162687,133071,99608
PR44996,1423410,672014,426078,290123,162704,133094,99623
PR44997,1423598,672134,426138,290176,162724,133119,99641
PR44998,1423791,672254,426201,290229,162745,133145,99658
PR44999,1424017,672387,426271,290285,162768,133171,99675
PR45000,1424254,672501,426347,290337,162795,133198,99692
PR45001,1424508,672619,426423,290394,162818,133222,99709
PR45002,1424847,672769,426515,290461,162848,133249,99729
PR45003,1425130,672919,426596,290513,162875,133271,99749
PR45004,1425493,673105,426699,290584,162917,133304,99776
PR45005,1425840,673290,426796,290648,162955,133333,99800
PR45006,1426226,673488,426915,290723,163005,133369,99829
PR45007,1426607,673693,427023,290794,163049,133400,99856
PR45008,1426923,673885,427109,290853,163083,133427,99878
PR45009,1427310,674096,427218,290926,163127,133460,99904
PR45010,1427590,674271,427301,290980,163160,133485,99925
PR45011,1427992,674475,427409,291054,163201,133517,99949
PR45012,1428412,674673,427524,291138,163246,133549,99976
PR45013,1428870,674891,427642,291227,163292,133584,100005
PR45014,1429187,675055,427736,291297,163331,133613,100029
PR45015,1429336,675162,427799,291356,163357,133628,100043
PR45016,1429558,675324,427882,291418,163394,133650,100063
PR45017,1429875,675494,427975,291492,163431,133673,100084
PR45018,1430196,675687,428070,291556,163469,133701,100107
PR45019,1430541,675872,428177,291625,163512,133731,100133
PR45020,1430873,676045,428277,291691,163553,133759,100157
PR45021,1431167,676211,428363,291748,163587,133785,100179
PR45022,1431507,676404,428473,291815,163632,133816,100207
PR45023,1431838,676582,428577,291877,163674,133845,100232
PR45024,1432192,676780,428688,291950,163721,133877,100260
PR45025,1432504,676943,428785,292012,163759,133904,100283
PR45026,1432825,677112,428886,292079,163799,133932,100307
PR45027,1433090,677241,428965,292134,163833,133956,100329
PR45028,1433200,677318,429003,292169,163842,133971,100342
PR45029,1433439,677451,429082,292231,163874,133999,100367
PR45030,1433549,677527,429119,292265,163885,134014,100379
PR45031,1433632,677585,429149,292291,163891,134027,100389
PR45032,1433724,677648,429183,292327,163902,134043,100403
PR45033,1433815,677711,429209,292358,163909,134057,100414
PR45034,1433907,677775,429236,292387,163915,134071,100424
PR45035,1433999,677839,429265,292416,163921,134085,100434
PR45036,1434086,677900,429296,292442,163925,134098,100442
PR45037,1434298,678024,429368,292502,163954,134126,100464
PR45038,1434496,678142,429434,292557,163980,134151,100483
PR45039,1434708,678256,429508,292612,164008,134177,100503
PR45040,1434829,678341,429549,292647,164018,134194,100513
PR45041,1435032,678461,429618,292705,164043,134221,100534
PR45042,1435191,678566,429671,292755,164062,134244,100552
PR45043,1435294,678634,429695,292791,164068,134260,100564
PR45044,1435437,678740,429738,292835,164083,134281,100577
PR45045,1435656,678857,429816,292890,164111,134309,100596
PR45046,1435819,678947,429882,292931,164136,134327,100613
PR45047,1435994,679054,429937,292984,164156,134352,100631
PR45048,1436208,679178,430007,293049,164185,134369,100649
PR45049,1436423,679298,430073,293112,164213,134387,100667
PR45050,1436667,679434,430154,293167,164245,134410,100690
PR45051,1436992,679609,430257,293232,164286,134439,100715
PR45052,1437345,679801,430369,293312,164335,134472,100744
PR45053,1437672,679974,430469,293386,164378,134502,100770
PR45054,1437848,680082,430537,293426,164403,134520,100788
PR45055,1438101,680266,430619,293484,164437,134547,100809
PR45056,1438483,680450,430723,293555,164476,134576,100833
PR45057,1438853,680664,430823,293626,164519,134609,100857
PR45058,1439284,680874,430940,293710,164564,134642,100884
PR45059,1439664,681092,431039,293780,164606,134673,100908
PR45060,1440097,681300,431157,293865,164652,134707,100936
PR45061,1440467,681515,431262,293935,164694,134739,100961
PR45062,1440812,681720,431360,294001,164734,134769,100985
PR45063,1441166,681912,431469,294075,164776,134800,101011
PR45064,1441550,682130,431599,294152,164828,134836,101039
PR45065,1441917,682334,431718,294221,164874,134868,101068
PR45066,1442095,682443,431780,294275,164901,134893,101088
PR45067,1442232,682541,431828,294320,164921,134915,101102
PR45068,1442368,682633,431881,294364,164941,134936,101117
PR45069,1442573,682754,431953,294425,164970,134964,101140
PR45070,1442781,682867,432030,294483,165000,134992,101162
PR45071,1443029,682983,432106,294539,165033,135019,101180
PR45072,1443182,683071,432168,294575,165056,135036,101196
PR45073,1443497,683229,432277,294645,165098,135068,101220
PR45074,1443608,683297,432323,294676,165113,135083,101235
PR45075,1443866,683460,432410,294735,165148,135108,101257
PR45076,1444182,683633,432510,294804,165190,135137,101283
PR45077,1444380,683741,432568,294855,165212,135159,101301
PR45078,1444495,683821,432604,294888,165220,135174,101312
PR45079,1444721,683941,432678,294940,165249,135198,101330
PR45080,1444879,684046,432729,294987,165270,135219,101348
PR45081,1444977,684115,432760,295020,165278,135234,101360
PR45082,1445062,684175,432791,295047,165286,135247,101370
PR45083,1445154,684238,432818,295081,165295,135262,101383
PR45084,1445345,684353,432883,295134,165320,135286,101401
PR45085,1445505,684458,432939,295182,165340,135309,101418
PR45086,1445719,684578,433014,295237,165368,135335,101436
PR45087,1445898,684687,433077,295286,165392,135359,101453
PR45088,1445997,684754,433102,295319,165398,135375,101464
PR45089,1446097,684821,433127,295353,165402,135391,101474
PR45090,1446262,684931,433183,295402,165422,135414,101490
PR45091,1446379,684999,433233,295430,165439,135429,101506
PR45092,1446497,685067,433289,295456,165460,135445,101523
PR45093,1446610,685134,433349,295482,165480,135462,101541
PR45094,1446735,685203,433409,295509,165501,135479,101559
PR45095,1447184,685424,433526,295595,165548,135514,101588
PR45096,1447593,685629,433651,295677,165595,135548,101617
PR45097,1447986,685841,433773,295755,165640,135582,101645
PR45098,1448367,686054,433894,295828,165687,135616,101674
PR45099,1448744,686256,434008,295899,165734,135649,101703
PR45100,1449110,686453,434119,295970,165780,135681,101730
PR45101,1449471,686636,434235,296048,165829,135716,101759
PR45102,1449826,686829,434345,296125,165876,135750,101787
PR45103,1450115,686982,434430,296181,165909,135775,101809
PR45104,1450429,687114,434522,296246,165946,135805,101831
PR45105,1450756,687283,434623,296316,165986,135836,101857
PR45106,1451084,687446,434727,296387,166028,135868,101883
PR45107,1451388,687602,434824,296454,166064,135898,101909
PR45108,1451702,687755,434925,296522,166103,135930,101934
PR45109,1452017,687908,435029,296589,166145,135959,101957
PR45110,1452233,688033,435101,296646,166170,135986,101978
PR45111,1452337,688103,435130,296682,166178,136002,101990
PR45112,1452579,688224,435210,296741,166211,136031,102011
PR45113,1452834,688350,435297,296805,166247,136061,102035
PR45114,1453026,688456,435368,296860,166276,136088,102055
PR45115,1453183,688556,435426,296909,166301,136111,102072
PR45116,1453292,688637,435461,296946,166313,136129,102084
PR45117,1453417,688723,435509,296986,166328,136149,102098
PR45118,1453553,688813,435561,297027,166345,136169,102112
PR45119,1453750,688920,435634,297083,166374,136196,102132
PR45120,1453910,689017,435698,297135,166400,136220,102152
PR45121,1454094,689118,435765,297188,166428,136246,102170
PR45122,1454350,689260,435852,297253,166457,136276,102191
PR45123,1454681,689447,435947,297316,166489,136303,102213
PR45124,1455029,689619,436041,297377,166527,136332,102236
PR45125,1455189,689734,436098,297420,166552,136344,102248
PR45126,1455345,689840,436152,297466,166574,136359,102260
PR45127,1455695,690042,436255,297529,166614,136389,102285
PR45128,1456085,690256,436380,297606,166663,136424,102314
PR45129,1456406,690443,436475,297670,166701,136452,102337
PR45130,1456777,690647,436595,297744,166747,136486,102366
PR45131,1457100,690844,436692,297810,166786,136515,102389
PR45132,1457494,691053,436821,297888,166837,136551,102418
PR45133,1457876,691256,436933,297963,166881,136583,102445
PR45134,1458231,691446,437044,298041,166928,136617,102474
PR45135,1458554,691607,437144,298112,166965,136648,102502
PR45136,1458850,691757,437230,298168,167001,136674,102524
PR45137,1459192,691940,437344,298248,167050,136709,102553
PR45138,1459527,692109,437450,298322,167093,136741,102581
PR45139,1459717,692226,437524,298365,167121,136761,102600
PR45140,1459982,692363,437612,298429,167154,136790,102623
PR45141,1460244,692497,437700,298482,167192,136816,102644
PR45142,1460571,692655,437809,298555,167235,136849,102672
PR45143,1460884,692807,437918,298625,167279,136879,102696
PR45144,1461202,692958,438023,298693,167321,136910,102720
PR45145,1461508,693109,438129,298759,167364,136940,102742
PR45146,1461811,693255,438230,298823,167406,136969,102763
PR45147,1462127,693409,438337,298895,167446,137003,102790
PR45148,1462296,693517,438394,298945,167465,137026,102808
PR45149,1462403,693588,438436,298970,167477,137038,102820
PR45150,1462609,693710,438505,299027,167502,137064,102841
PR45151,1462800,693828,438569,299080,167525,137089,102860
PR45152,1462987,693946,438633,299133,167547,137114,102878
PR45153,1463218,694070,438714,299191,167577,137142,102899
PR45154,1463416,694190,438781,299246,167600,137167,102919
PR45155,1463684,694323,438870,299309,167635,137198,102942
PR45156,1463884,694443,438940,299365,167662,137224,102962
PR45157,1464095,694557,439016,299422,167692,137251,102982
PR45158,1464272,694666,439081,299473,167718,137275,103001
PR45159,1464431,694765,439139,299520,167740,137297,103017
PR45160,1464583,694867,439194,299569,167763,137320,103035
PR45161,1464758,694975,439258,299620,167787,137345,103052
PR45162,1465072,695136,439331,299675,167820,137370,103070
PR45163,1465394,695309,439418,299731,167852,137395,103090
PR45164,1465640,695467,439493,299781,167883,137417,103108
PR45165,1465784,695565,439548,299829,167905,137439,103125
PR45166,1466104,695741,439653,299894,167948,137471,103149
PR45167,1466422,695910,439746,299960,167986,137498,103174
PR45168,1466758,696097,439839,300022,168020,137524,103195
PR45169,1467065,696237,439920,300081,168054,137554,103218
PR45170,1467351,696370,439986,300134,168081,137577,103235
PR45171,1467611,696552,440067,300188,168116,137600,103255
PR45172,1467883,696700,440150,300248,168147,137622,103271
PR45173,1468006,696805,440203,300300,168168,137639,103284
PR45174,1468129,696927,440255,300344,168192,137649,103295
PR45175,1468267,697035,440303,300402,168214,137664,103307
PR45176,1468342,697094,440323,300433,168215,137665,103310
PR45177,1468466,697191,440367,300497,168233,137680,103323
PR45178,1468610,697307,440428,300559,168256,137700,103341
PR45179,1468833,697473,440505,300622,168289,137720,103360
PR45180,1469174,697664,440609,300713,168334,137747,103386
PR45181,1469564,697891,440719,300790,168380,137777,103412
PR45182,1469966,698089,440840,300880,168427,137810,103440
PR45183,1470367,698305,440957,300971,168475,137841,103466
PR45184,1470755,698497,441075,301059,168521,137874,103494
PR45185,1471178,698693,441195,301148,168571,137909,103517
PR45186,1471544,698911,441296,301216,168614,137938,103541
PR45187,1471999,699105,441419,301303,168666,137975,103565
PR45188,1472323,699304,441511,301370,168705,138004,103589
PR45189,1472695,699503,441639,301448,168755,138039,103616
PR45190,1473086,699698,441750,301521,168800,138072,103644
PR45191,1473461,699877,441869,301593,168850,138106,103669
PR45192,1473814,700062,441978,301665,168894,138137,103695
PR45193,1474088,700234,442061,301725,168928,138163,103717
PR45194,1474432,700413,442170,301795,168973,138193,103744
PR45195,1474745,700583,442266,301859,169013,138221,103769
PR45196,1475056,700758,442362,301921,169053,138248,103793
PR45197,1475369,700936,442463,301984,169095,138277,103819
PR45198,1475660,701100,442555,302044,169134,138304,103844
PR45199,1475957,701261,442646,302101,169171,138330,103867
PR45200,1476271,701437,442748,302174,169213,138359,103894
PR45201,1476571,701607,442845,302236,169254,138387,103919
PR45202,1476874,701772,442941,302298,169291,138414,103941
PR45203,1477207,701946,443043,302375,169338,138445,103970
PR45204,1477522,702119,443143,302446,169379,138474,103995
PR45205,1477817,702281,443237,302515,169416,138502,104019
PR45206,1478029,702400,443311,302564,169447,138522,104040
PR45207,1478344,702556,443410,302634,169488,138550,104064
PR45208,1478638,702698,443504,302699,169526,138578,104087
PR45209,1478925,702837,443596,302762,169563,138605,104109
PR45210,1479103,702946,443657,302811,169587,138628,104127
PR45211,1479322,703062,443731,302868,169619,138652,104148
PR45212,1479549,703183,443806,302925,169652,138678,104167
PR45213,1479660,703238,443848,302949,169666,138689,104181
PR45214,1479774,703306,443894,302982,169681,138703,104196
PR45215,1479884,703373,443938,303014,169697,138717,104211
PR45216,1479994,703442,443984,303044,169712,138731,104226
PR45217,1480103,703509,444027,303074,169727,138744,104241
PR45218,1480216,703577,444076,303101,169745,138759,104257
PR45219,1480297,703620,444104,303118,169759,138767,104265
PR45220,1480625,703790,444208,303196,169803,138798,104294
PR45221,1480924,703936,444301,303261,169841,138825,104316
PR45222,1481260,704104,444408,303338,169886,138857,104344
PR45223,1481486,704216,444484,303389,169919,138879,104365
PR45224,1481734,704350,444565,303451,169953,138907,104390
PR45225,1481932,704466,444631,303505,169981,138931,104411
PR45226,1482091,704568,444686,303552,170003,138952,104429
PR45227,1482228,704654,444736,303589,170022,138970,104443
PR45228,1482421,704768,444802,303644,170050,138994,104465
PR45229,1482595,704870,444867,303697,170078,139018,104481
PR45230,1482741,704966,444921,303746,170101,139041,104499
PR45231,1482936,705075,444990,303800,170131,139065,104518
PR45232,1483245,705233,445088,303872,170170,139094,104544
PR45233,1483550,705398,445186,303937,170210,139122,104567
PR45234,1483714,705496,445246,303986,170238,139144,104584
PR45235,1483918,705606,445316,304040,170268,139168,104601
PR45236,1484101,705714,445383,304096,170299,139194,104622
PR45237,1484358,705835,445462,304154,170332,139220,104640
PR45238,1484612,705953,445538,304209,170365,139247,104658
PR45239,1484858,706091,445607,304256,170390,139273,104672
PR45240,1484995,706166,445664,304272,170402,139288,104680
PR45241,1485192,706277,445733,304326,170430,139314,104699
PR45242,1485361,706381,445794,304374,170454,139337,104715
PR45243,1485497,706462,445852,304408,170477,139353,104730
PR45244,1485680,706577,445916,304465,170503,139379,104751
PR45245,1485842,706683,445972,304517,170526,139402,104771
PR45246,1485984,706780,446027,304564,170548,139425,104788
PR45247,1486097,706863,446064,304603,170561,139443,104802
PR45248,1486233,706953,446118,304648,170583,139464,104818
PR45249,1486369,707042,446170,304691,170603,139485,104833
PR45250,1486505,707132,446223,304735,170623,139506,104849
PR45251,1486630,707216,446272,304775,170639,139525,104863
PR45252,1486766,707306,446325,304819,170660,139546,104879
PR45253,1486903,707396,446378,304863,170680,139567,104894
PR45254,1487059,707495,446437,304910,170705,139590,104911
PR45255,1487165,707550,446475,304933,170717,139601,104922
PR45256,1487340,707663,446535,304988,170739,139626,104941
PR45257,1487492,707767,446586,305038,170757,139649,104959
PR45258,1487671,707884,446645,305090,170778,139673,104976
PR45259,1487872,708005,446714,305144,170802,139699,104994
PR45260,1488043,708117,446771,305193,170822,139723,105010
PR45261,1488267,708244,446845,305252,170847,139750,105029
PR45262,1488586,708407,446952,305322,170881,139784,105052
PR45263,1488922,708553,447037,305389,170908,139809,105072
PR45264,1489257,708746,447135,305455,170944,139837,105095
PR45265,1489593,708914,447233,305518,170982,139865,105119
PR45266,1489895,709070,447310,305574,171014,139889,105138
PR45267,1490130,709198,447381,305620,171037,139909,105154
PR45268,1490461,709366,447465,305681,171073,139937,105175
PR45269,1490734,709545,447549,305736,171108,139962,105196
PR45270,1491101,709736,447654,305804,171150,139992,105222
PR45271,1491448,709933,447750,305870,171185,140019,105243
PR45272,1491807,710109,447851,305934,171226,140049,105268
PR45273,1492147,710293,447945,305993,171262,140077,105290
PR45274,1492564,710500,448061,306069,171312,140113,105319
PR45275,1492950,710710,448169,306142,171350,140142,105343
PR45276,1493353,710903,448290,306224,171399,140177,105372
PR45277,1493766,711120,448399,306301,171440,140210,105398
PR45278,1494193,711320,448518,306378,171491,140245,105427
PR45279,1494580,711515,448624,306453,171529,140275,105451
PR45280,1494990,711690,448742,306526,171580,140311,105475
PR45281,1495395,711893,448855,306606,171622,140343,105501
PR45282,1495801,712103,448969,306685,171663,140374,105525
PR45283,1496202,712300,449084,306766,171707,140406,105552
PR45284,1496609,712491,449200,306848,171751,140440,105579
PR45285,1497005,712684,449310,306925,171793,140471,105605
PR45286,1497406,712879,449435,307007,171841,140506,105634
PR45287,1497811,713090,449557,307087,171887,140540,105663
PR45288,1498177,713302,449657,307155,171928,140570,105686
PR45289,1498608,713516,449779,307239,171976,140606,105715
PR45290,1498959,713722,449878,307305,172015,140635,105739
PR45291,1499325,713909,449993,307379,172060,140667,105767
PR45292,1499656,714094,450094,307441,172098,140696,105791
PR45293,1500017,714305,450214,307512,172146,140729,105821
PR45294,1500367,714510,450327,307577,172191,140761,105847
PR45295,1500706,714696,450450,307645,172240,140795,105876
PR45296,1501051,714889,450572,307713,172288,140830,105904
PR45297,1501384,715070,450688,307779,172335,140863,105931
PR45298,1501653,715234,450781,307835,172375,140891,105954
PR45299,1501975,715386,450907,307906,172427,140927,105982
PR45300,1502294,715543,451025,307976,172477,140961,106009
PR45301,1502592,715690,451132,308038,172524,140994,106034
PR45302,1502900,715851,451238,308102,172569,141026,106058
PR45303,1503223,716003,451364,308180,172618,141062,106086
PR45304,1503552,716174,451483,308255,172670,141097,106114
PR45305,1503887,716356,451597,308330,172719,141131,106141
PR45306,1504199,716512,451717,308404,172770,141165,106168
PR45307,1504509,716667,451828,308475,172819,141198,106194
PR45308,1504823,716827,451939,308546,172869,141232,106220
PR45309,1505149,716996,452060,308624,172916,141267,106246
PR45310,1505482,717170,452177,308699,172956,141303,106271
PR45311,1505808,717338,452283,308768,172991,141336,106294
PR45312,1506141,717503,452405,308839,173032,141372,106319
PR45313,1506470,717674,452517,308912,173070,141406,106344
PR45314,1506652,717762,452564,308957,173087,141426,106358
PR45315,1506883,717877,452633,309012,173107,141450,106375
PR45316,1507041,717957,452673,309053,173116,141467,106387
PR45317,1507293,718064,452743,309108,173138,141489,106402
PR45318,1507589,718197,452832,309169,173164,141517,106423
PR45319,1507866,718292,452895,309220,173190,141538,106436
PR45320,1508150,718392,452963,309273,173215,141560,106450
PR45321,1508503,718553,453076,309349,173254,141596,106475
PR45322,1508855,718733,453185,309422,173293,141631,106501
PR45323,1509206,718910,453295,309495,173337,141667,106526
PR45324,1509565,719075,453414,309572,173382,141704,106553
PR45325,1509927,719245,453528,309648,173428,141741,106580
PR45326,1510244,719407,453624,309705,173465,141773,106603
PR45327,1510611,719562,453726,309774,173503,141807,106629
PR45328,1510969,719731,453843,309846,173554,141845,106656
PR45329,1511316,719920,453971,309919,173604,141883,106685
