,ID,PA,PB,PC,PD,PE,PF,PG
4858,PR44859,991051392,1062587,1963375,1725503,2081276,873330,1056100
4859,PR44860,991456064,1063024,1964184,1726213,2082140,873689,1056535
4860,PR44861,991860800,1063462,1964992,1726924,2083005,874049,1056969
4861,PR44862,992265600,1063899,1965800,1727634,2083870,874409,1057404
4862,PR44863,992670528,1064337,1966609,1728345,2084736,874768,1057839
4863,PR44864,993075520,1064774,1967418,1729055,2085601,875128,1058274
4864,PR44865,993480576,1065212,1968227,1729766,2086467,875488,1058709
4865,PR44866,993885760,1065650,1969036,1730478,2087332,875848,1059145
4866,PR44867,994291008,1066088,1969845,1731189,2088198,876208,1059580
4867,PR44868,994696320,1066526,1970655,1731900,2089065,876568,1060015
4868,PR44869,995101696,1066964,1971464,1732612,2089931,876928,1060451
4869,PR44870,995507200,1067403,1972274,1733323,2090798,877288,1060886
4870,PR44871,995912768,1067841,1973084,1734035,2091665,877649,1061322
4871,PR44872,996318400,1068280,1973894,1734747,2092532,878009,1061758
4872,PR44873,996724096,1068718,1974704,1735459,2093399,878369,1062194
4873,PR44874,997129920,1069157,1975515,1736172,2094266,878730,1062630
4874,PR44875,997535808,1069595,1976325,1736884,2095134,879090,1063066
4875,PR44876,997941760,1070034,1977136,1737596,2096001,879451,1063502
4876,PR44877,998347776,1070473,1977947,1738309,2096869,879812,1063938
4877,PR44878,998753856,1070912,1978758,1739022,2097737,880173,1064375
4878,PR44879,999160064,1071351,1979569,1739735,2098606,880534,1064811
4879,PR44880,999566336,1071790,1980381,1740448,2099474,880894,1065247
4880,PR44881,999972672,1072230,1981192,1741161,2100342,881255,1065684
4881,PR44882,1000379072,1072669,1982004,1741875,2101211,881617,1066121
4882,PR44883,1000785600,1073109,1982816,1742588,2102080,881978,1066557
4883,PR44884,1001192192,1073548,1983628,1743302,2102949,882339,1066994
4884,PR44885,1001598848,1073988,1984440,1744016,2103818,882700,1067431
4885,PR44886,1002005568,1074427,1985253,1744730,2104688,883062,1067868
4886,PR44887,1002412416,1074867,1986065,1745444,2105557,883423,1068305
4887,PR44888,1002819328,1075307,1986878,1746158,2106427,883785,1068743
4888,PR44889,1003226368,1075747,1987691,1746873,2107297,884146,1069180
4889,PR44890,1003633472,1076187,1988504,1747588,2108167,884508,1069617
4890,PR44891,1004040640,1076627,1989317,1748302,2109038,884870,1070055
4891,PR44892,1004447936,1077068,1990131,1749017,2109908,885232,1070492
4892,PR44893,1004855296,1077508,1990944,1749732,2110779,885594,1070930
4893,PR44894,1005262720,1077948,1991758,1750447,2111650,885956,1071368
4894,PR44895,1005670272,1078389,1992572,1751163,2112521,886318,1071806
4895,PR44896,1006077888,1078829,1993386,1751878,2113392,886680,1072244
4896,PR44897,1006485568,1079270,1994200,1752594,2114264,887042,1072682
4897,PR44898,1006893376,1079711,1995015,1753310,2115136,887404,1073120
4898,PR44899,1007301248,1080152,1995829,1754025,2116007,887767,1073558
4899,PR44900,1007709184,1080593,1996644,1754741,2116879,888129,1073996
4900,PR44901,1008117184,1081034,1997459,1755458,2117752,888492,1074435
4901,PR44902,1008525248,1081475,1998274,1756174,2118624,888854,1074873
4902,PR44903,1008933440,1081916,1999089,1756891,2119496,889217,1075312
4903,PR44904,1009341696,1082358,1999905,1757607,2120369,889580,1075750
4904,PR44905,1009750016,1082799,2000720,1758324,2121242,889942,1076189
4905,PR44906,1010158400,1083241,2001536,1759041,2122115,890305,1076628
4906,PR44907,1010566848,1083682,2002352,1759758,2122988,890668,1077067
4907,PR44908,1010975424,1084124,2003168,1760475,2123862,891031,1077506
4908,PR44909,1011384064,1084566,2003984,1761193,2124735,891394,1077945
4909,PR44910,1011792768,1085008,2004801,1761910,2125609,891758,1078384
4910,PR44911,1012201536,1085450,2005617,1762628,2126483,892121,1078823
4911,PR44912,1012610368,1085892,2006434,1763346,2127357,892484,1079263
4912,PR44913,1013019328,1086334,2007251,1764064,2128232,892847,1079702
4913,PR44914,1013428352,1086776,2008068,1764782,2129106,893211,1080142
4914,PR44915,1013837504,1087218,2008885,1765500,2129981,893575,1080581
4915,PR44916,1014246720,1087661,2009703,1766218,2130856,893938,1081021
4916,PR44917,1014656000,1088103,2010520,1766937,2131731,894302,1081461
4917,PR44918,1015065408,1088546,2011338,1767656,2132607,894666,1081901
4918,PR44919,1015474880,1088988,2012156,1768374,2133482,895029,1082341
4919,PR44920,1015884416,1089431,2012974,1769093,2134358,895393,1082781
4920,PR44921,1016294080,1089874,2013792,1769813,2135234,895757,1083221
4921,PR44922,1016703808,1090317,2014611,1770532,2136110,896121,1083661
4922,PR44923,1017113600,1090760,2015429,1771251,2136987,896486,1084101
4923,PR44924,1017523520,1091203,2016248,1771971,2137863,896850,1084542
4924,PR44925,1017933504,1091646,2017067,1772691,2138740,897214,1084982
4925,PR44926,1018343552,1092090,2017886,1773410,2139617,897578,1085423
4926,PR44927,1018753728,1092533,2018705,1774130,2140494,897943,1085864
4927,PR44928,1019163968,1092977,2019525,1774851,2141372,898307,1086304
4928,PR44929,1019574272,1093420,2020344,1775571,2142249,898672,1086745
4929,PR44930,1019984704,1093864,2021164,1776291,2143127,899037,1087186
4930,PR44931,1020395200,1094308,2021984,1777012,2144005,899401,1087627
4931,PR44932,1020805760,1094752,2022804,1777733,2144883,899766,1088068
4932,PR44933,1021216384,1095196,2023624,1778454,2145761,900131,1088510
4933,PR44934,1021627072,1095640,2024445,1779175,2146640,900496,1088951
4934,PR44935,1022037888,1096084,2025265,1779896,2147518,900861,1089392
4935,PR44936,1022448768,1096528,2026086,1780617,2148397,901226,1089834
4936,PR44937,1022859712,1096972,2026907,1781339,2149276,901591,1090276
4937,PR44938,1023270720,1097417,2027728,1782060,2150155,901956,1090717
4938,PR44939,1023681792,1097861,2028549,1782782,2151035,902322,1091159
4939,PR44940,1024092992,1098306,2029371,1783504,2151914,902687,1091601
4940,PR44941,1024504256,1098750,2030192,1784226,2152794,903053,1092043
4941,PR44942,1024915584,1099195,2031014,1784948,2153674,903418,1092485
4942,PR44943,1025327040,1099640,2031836,1785670,2154554,903784,1092927
4943,PR44944,1025738560,1100085,2032658,1786393,2155434,904149,1093369
4944,PR44945,1026150144,1100530,2033480,1787116,2156315,904515,1093811
4945,PR44946,1026561856,1100975,2034303,1787838,2157195,904881,1094254
4946,PR44947,1026973632,1101420,2035125,1788561,2158076,905247,1094696
4947,PR44948,1027385472,1101865,2035948,1789284,2158958,905613,1095139
4948,PR44949,1027797440,1102311,2036771,1790008,2159839,905979,1095582
4949,PR44950,1028209472,1102756,2037594,1790731,2160721,906345,1096024
4950,PR44951,1028621568,1103202,2038417,1791454,2161602,906711,1096467
4951,PR44952,1029033728,1103648,2039241,1792178,2162484,907078,1096910
4952,PR44953,1029446016,1104093,2040064,1792902,2163366,907444,1097353
4953,PR44954,1029858368,1104539,2040888,1793626,2164249,907810,1097796
4954,PR44955,1030270784,1104985,2041712,1794350,2165131,908177,1098239
4955,PR44956,1030683264,1105431,2042536,1795074,2166014,908544,1098683
4956,PR44957,1031095808,1105877,2043360,1795799,2166896,908910,1099126
4957,PR44958,1031508480,1106323,2044185,1796523,2167779,909277,1099570
4958,PR44959,1031921216,1106770,2045009,1797248,2168662,909644,1100013
4959,PR44960,1032334016,1107216,2045834,1797973,2169546,910011,1100457
4960,PR44961,1032746880,1107663,2046659,1798698,2170429,910378,1100900
4961,PR44962,1033159808,1108109,2047484,1799423,2171313,910745,1101344
4962,PR44963,1033572864,1108556,2048309,1800148,2172197,911112,1101788
4963,PR44964,1033985984,1109002,2049135,1800873,2173081,911479,1102232
4964,PR44965,1034399168,1109449,2049960,1801599,2173965,911846,1102676
4965,PR44966,1034812416,1109896,2050786,1802325,2174849,912213,1103120
4966,PR44967,1035225728,1110343,2051612,1803050,2175734,912581,1103565
4967,PR44968,1035639104,1110790,2052438,1803776,2176618,912948,1104009
4968,PR44969,1036052608,1111237,2053264,1804503,2177503,913316,1104454
4969,PR44970,1036466176,1111685,2054091,1805229,2178388,913683,1104898
4970,PR44971,1036879808,1112132,2054917,1805955,2179273,914051,1105343
4971,PR44972,1037293504,1112580,2055744,1806682,2180159,914419,1105787
4972,PR44973,1037707264,1113027,2056571,1807409,2181044,914787,1106232
4973,PR44974,1038121088,1113475,2057398,1808135,2181930,915155,1106677
4974,PR44975,1038535040,1113922,2058225,1808862,2182816,915523,1107122
4975,PR44976,1038949056,1114370,2059053,1809590,2183702,915891,1107567
4976,PR44977,1039363136,1114818,2059880,1810317,2184589,916259,1108012
4977,PR44978,1039777280,1115266,2060708,1811044,2185475,916627,1108458
4978,PR44979,1040191552,1115714,2061536,1811772,2186362,916995,1108903
4979,PR44980,1040605888,1116162,2062364,1812500,2187249,917364,1109348
4980,PR44981,1041020288,1116611,2063192,1813228,2188136,917732,1109794
4981,PR44982,1041434816,1117059,2064021,1813956,2189024,918101,1110240
4982,PR44983,1041849408,1117508,2064849,1814684,2189911,918469,1110685
4983,PR44984,1042264064,1117956,2065678,1815412,2190799,918838,1111131
4984,PR44985,1042678848,1118405,2066507,1816141,2191687,919206,1111577
4985,PR44986,1043093696,1118853,2067336,1816869,2192576,919575,1112023
4986,PR44987,1043508672,1119302,2068165,1817598,2193464,919944,1112469
4987,PR44988,1043923712,1119751,2068994,1818327,2194353,920313,1112915
4988,PR44989,1044338816,1120200,2069824,1819056,2195242,920682,1113361
4989,PR44990,1044753984,1120649,2070654,1819785,2196131,921051,1113808
4990,PR44991,1045169280,1121098,2071484,1820515,2197020,921420,1114254
4991,PR44992,1045584640,1121548,2072314,1821244,2197909,921790,1114701
4992,PR44993,1046000064,1121997,2073144,1821974,2198799,922159,1115147
4993,PR44994,1046415552,1122446,2073974,1822704,2199688,922528,1115594
4994,PR44995,1046831104,1122896,2074805,1823434,2200578,922898,1116041
4995,PR44996,1047246784,1123345,2075635,1824164,2201468,923267,1116488
4996,PR44997,1047662528,1123795,2076466,1824894,2202358,923637,1116935
4997,PR44998,1048078336,1124245,2077297,1825624,2203249,924007,1117382
4998,PR44999,1048494208,1124695,2078129,1826355,2204139,924376,1117829
4999,PR45000,1048910208,1125145,2078960,1827085,2205030,924746,1118276
5000,PR45001,1049326272,1125595,2079791,1827816,2205921,925116,1118723
5001,PR45002,1049742400,1126045,2080623,1828547,2206812,925486,1119171
5002,PR45003,1050158592,1126495,2081455,1829278,2207703,925856,1119618
5003,PR45004,1050574912,1126946,2082287,1830010,2208594,926226,1120066
5004,PR45005,1050991296,1127396,2083119,1830741,2209486,926596,1120514
5005,PR45006,1051407744,1127847,2083952,1831473,2210378,926967,1120961
5006,PR45007,1051824320,1128297,2084784,1832204,2211270,927337,1121409
5007,PR45008,1052240960,1128748,2085617,1832936,2212162,927708,1121857
5008,PR45009,1052657664,1129199,2086450,1833668,2213054,928078,1122305
5009,PR45010,1053074432,1129650,2087283,1834400,2213947,928449,1122753
5010,PR45011,1053491328,1130101,2088116,1835133,2214839,928819,1123202
5011,PR45012,1053908288,1130552,2088949,1835865,2215732,929190,1123650
5012,PR45013,1054325312,1131003,2089783,1836598,2216626,929561,1124098
5013,PR45014,1054742464,1131454,2090617,1837330,2217519,929932,1124547
5014,PR45015,1055159680,1131905,2091451,1838063,2218412,930303,1124995
5015,PR45016,1055577024,1132357,2092285,1838796,2219306,930674,1125444
5016,PR45017,1055994432,1132808,2093119,1839529,2220200,931045,1125893
5017,PR45018,1056411904,1133260,2093953,1840263,2221094,931416,1126342
5018,PR45019,1056829504,1133711,2094788,1840996,2221989,931787,1126790
5019,PR45020,1057247168,1134163,2095622,1841730,2222883,932158,1127239
5020,PR45021,1057664896,1134615,2096457,1842463,2223778,932530,1127689
5021,PR45022,1058082752,1135067,2097292,1843197,2224673,932901,1128138
5022,PR45023,1058500672,1135519,2098128,1843931,2225568,933273,1128587
5023,PR45024,1058918656,1135971,2098963,1844665,2226463,933644,1129036
5024,PR45025,1059336704,1136423,2099799,1845400,2227358,934016,1129486
5025,PR45026,1059754880,1136876,2100634,1846134,2228254,934388,1129935
5026,PR45027,1060173120,1137328,2101470,1846869,2229149,934760,1130385
5027,PR45028,1060591424,1137781,2102306,1847604,2230045,935132,1130835
5028,PR45029,1061009792,1138233,2103143,1848339,2230941,935504,1131285
5029,PR45030,1061428224,1138686,2103979,1849074,2231838,935876,1131735
5030,PR45031,1061846784,1139139,2104815,1849809,2232734,936248,1132185
5031,PR45032,1062265408,1139592,2105652,1850544,2233631,936620,1132635
5032,PR45033,1062684096,1140045,2106489,1851280,2234527,936992,1133085
5033,PR45034,1063102848,1140498,2107326,1852015,2235424,937365,1133535
5034,PR45035,1063521664,1140951,2108163,1852751,2236321,937737,1133985
5035,PR45036,1063940608,1141404,2109000,1853487,2237219,938109,1134436
5036,PR45037,1064359616,1141857,2109838,1854223,2238116,938482,1134886
5037,PR45038,1064778688,1142311,2110676,1854959,2239014,938855,1135337
5038,PR45039,1065197824,1142764,2111513,1855696,2239911,939227,1135788
5039,PR45040,1065617024,1143218,2112351,1856432,2240809,939600,1136239
5040,PR45041,1066036352,1143671,2113190,1857169,2241707,939973,1136689
5041,PR45042,1066455744,1144125,2114028,1857906,2242606,940346,1137140
5042,PR45043,1066875200,1144579,2114866,1858643,2243504,940719,1137592
5043,PR45044,1067294720,1145033,2115705,1859380,2244403,941092,1138043
5044,PR45045,1067714368,1145487,2116544,1860117,2245301,941465,1138494
5045,PR45046,1068134080,1145941,2117383,1860854,2246200,941838,1138945
5046,PR45047,1068553856,1146395,2118222,1861592,2247100,942212,1139397
5047,PR45048,1068973696,1146849,2119061,1862329,2247999,942585,1139848
5048,PR45049,1069393664,1147304,2119901,1863067,2248898,942959,1140300
5049,PR45050,1069813696,1147758,2120741,1863805,2249798,943332,1140752
5050,PR45051,1070233792,1148213,2121580,1864543,2250698,943706,1141203
5051,PR45052,1070653952,1148668,2122420,1865282,2251598,944079,1141655
5052,PR45053,1071074240,1149122,2123261,1866020,2252498,944453,1142107
5053,PR45054,1071494592,1149577,2124101,1866759,2253399,944827,1142559
5054,PR45055,1071915008,1150032,2124941,1867497,2254300,945201,1143011
5055,PR45056,1072335552,1150487,2125782,1868236,2255201,945575,1143464
5056,PR45057,1072756160,1150942,2126623,1868975,2256102,945949,1143916
5057,PR45058,1073176832,1151397,2127464,1869714,2257003,946323,1144368
5058,PR45059,1073597632,1151853,2128305,1870454,2257904,946697,1144821
5059,PR45060,1074018432,1152308,2129146,1871193,2258806,947072,1145273
5060,PR45061,1074439424,1152764,2129988,1871933,2259708,947446,1145726
5061,PR45062,1074860416,1153219,2130830,1872673,2260610,947820,1146179
5062,PR45063,1075281536,1153675,2131671,1873412,2261513,948195,1146632
5063,PR45064,1075702784,1154130,2132513,1874152,2262415,948569,1147085
5064,PR45065,1076124032,1154586,2133356,1874893,2263318,948944,1147538
5065,PR45066,1076545408,1155042,2134198,1875633,2264221,949319,1147991
5066,PR45067,1076966784,1155498,2135040,1876373,2265124,949694,1148444
5067,PR45068,1077388288,1155954,2135883,1877114,2266027,950068,1148897
5068,PR45069,1077809920,1156410,2136726,1877855,2266930,950443,1149351
5069,PR45070,1078231552,1156867,2137569,1878596,2267834,950818,1149804
5070,PR45071,1078653312,1157323,2138412,1879337,2268737,951193,1150258
5071,PR45072,1079075072,1157780,2139255,1880078,2269641,951569,1150711
5072,PR45073,1079496960,1158236,2140099,1880819,2270545,951944,1151165
5073,PR45074,1079918976,1158693,2140943,1881561,2271450,952319,1151619
5074,PR45075,1080340992,1159149,2141786,1882302,2272354,952695,1152073
5075,PR45076,1080763136,1159606,2142630,1883044,2273259,953070,1152527
5076,PR45077,1081185408,1160063,2143475,1883786,2274164,953445,1152981
5077,PR45078,1081607680,1160520,2144319,1884528,2275069,953821,1153435
5078,PR45079,1082030080,1160977,2145163,1885270,2275974,954197,1153890
5079,PR45080,1082452480,1161434,2146008,1886013,2276879,954573,1154344
5080,PR45081,1082875008,1161892,2146853,1886755,2277785,954948,1154798
5081,PR45082,1083297664,1162349,2147698,1887498,2278690,955324,1155253
5082,PR45083,1083720320,1162807,2148543,1888241,2279596,955700,1155708
5083,PR45084,1084143104,1163264,2149388,1888984,2280502,956076,1156162
5084,PR45085,1084565888,1163722,2150234,1889727,2281408,956452,1156617
5085,PR45086,1084988800,1164179,2151080,1890470,2282315,956829,1157072
5086,PR45087,1085411840,1164637,2151925,1891213,2283221,957205,1157527
5087,PR45088,1085834880,1165095,2152771,1891957,2284128,957581,1157982
5088,PR45089,1086258048,1165553,2153618,1892701,2285035,957958,1158437
5089,PR45090,1086681216,1166011,2154464,1893444,2285942,958334,1158893
5090,PR45091,1087104512,1166469,2155310,1894188,2286849,958711,1159348
5091,PR45092,1087527936,1166928,2156157,1894933,2287756,959087,1159804
5092,PR45093,1087951360,1167386,2157004,1895677,2288664,959464,1160259
5093,PR45094,1088374912,1167844,2157851,1896421,2289572,959841,1160715
5094,PR45095,1088798592,1168303,2158698,1897166,2290480,960218,1161170
5095,PR45096,1089222272,1168761,2159545,1897910,2291388,960595,1161626
5096,PR45097,1089646080,1169220,2160393,1898655,2292296,960972,1162082
5097,PR45098,1090070016,1169679,2161241,1899400,2293205,961349,1162538
5098,PR45099,1090493952,1170138,2162088,1900145,2294113,961726,1162994
5099,PR45100,1090918016,1170597,2162936,1900891,2295022,962103,1163450
5100,PR45101,1091342208,1171056,2163785,1901636,2295931,962480,1163907
5101,PR45102,1091766400,1171515,2164633,1902382,2296841,962858,1164363
5102,PR45103,1092190720,1171974,2165481,1903127,2297750,963235,1164820
5103,PR45104,1092615040,1172434,2166330,1903873,2298660,963613,1165276
5104,PR45105,1093039488,1172893,2167179,1904619,2299569,963990,1165733
5105,PR45106,1093464064,1173353,2168028,1905365,2300479,964368,1166189
5106,PR45107,1093888640,1173812,2168877,1906112,2301389,964746,1166646
5107,PR45108,1094313344,1174272,2169726,1906858,2302300,965124,1167103
5108,PR45109,1094738176,1174732,2170576,1907605,2303210,965501,1167560
5109,PR45110,1095163008,1175192,2171426,1908352,2304121,965879,1168017
5110,PR45111,1095587968,1175652,2172275,1909098,2305031,966258,1168474
5111,PR45112,1096012928,1176112,2173125,1909845,2305942,966636,1168932
5112,PR45113,1096438016,1176572,2173976,1910593,2306853,967014,1169389
5113,PR45114,1096863232,1177032,2174826,1911340,2307765,967392,1169846
5114,PR45115,1097288448,1177492,2175676,1912087,2308676,967770,1170304
5115,PR45116,1097713792,1177953,2176527,1912835,2309588,968149,1170761
5116,PR45117,1098139136,1178413,2177378,1913583,2310499,968527,1171219
5117,PR45118,1098564608,1178874,2178229,1914331,2311411,968906,1171677
5118,PR45119,1098990208,1179334,2179080,1915079,2312323,969285,1172135
5119,PR45120,1099415808,1179795,2179931,1915827,2313236,969663,1172593
5120,PR45121,1099841536,1180256,2180783,1916575,2314148,970042,1173051
5121,PR45122,1100267264,1180717,2181635,1917324,2315061,970421,1173509
5122,PR45123,1100693120,1181178,2182486,1918072,2315973,970800,1173967
5123,PR45124,1101119104,1181639,2183338,1918821,2316886,971179,1174426
5124,PR45125,1101545088,1182100,2184191,1919570,2317800,971558,1174884
5125,PR45126,1101971200,1182562,2185043,1920319,2318713,971937,1175342
5126,PR45127,1102397440,1183023,2185895,1921068,2319627,972316,1175801
5127,PR45128,1102823680,1183485,2186748,1921818,2320540,972696,1176260
5128,PR45129,1103250048,1183946,2187601,1922567,2321454,973075,1176718
5129,PR45130,1103676544,1184408,2188454,1923317,2322369,973454,1177177
5130,PR45131,1104103040,1184870,2189307,1924067,2323283,973834,1177636
5131,PR45132,1104529664,1185332,2190160,1924817,2324198,974214,1178095
5132,PR45133,1104956416,1185794,2191014,1925567,2325112,974593,1178554
5133,PR45134,1105383168,1186256,2191868,1926317,2326027,974973,1179014
5134,PR45135,1105810048,1186718,2192721,1927068,2326942,975353,1179473
5135,PR45136,1106236928,1187180,2193575,1927818,2327858,975733,1179932
5136,PR45137,1106663936,1187642,2194430,1928569,2328773,976113,1180392
5137,PR45138,1107091072,1188105,2195284,1929320,2329689,976493,1180851
5138,PR45139,1107518208,1188567,2196138,1930071,2330604,976873,1181311
5139,PR45140,1107945472,1189030,2196993,1930822,2331520,977253,1181771
5140,PR45141,1108372864,1189492,2197848,1931573,2332437,977633,1182231
5141,PR45142,1108800256,1189955,2198703,1932324,2333353,978014,1182691
5142,PR45143,1109227776,1190418,2199558,1933076,2334269,978394,1183151
5143,PR45144,1109655296,1190881,2200413,1933828,2335186,978774,1183611
5144,PR45145,1110082944,1191344,2201269,1934580,2336103,979155,1184071
5145,PR45146,1110510720,1191807,2202125,1935332,2337020,979536,1184531
5146,PR45147,1110938496,1192270,2202980,1936084,2337937,979916,1184992
5147,PR45148,1111366400,1192733,2203836,1936836,2338854,980297,1185452
5148,PR45149,1111794304,1193197,2204693,1937589,2339772,980678,1185913
5149,PR45150,1112222336,1193660,2205549,1938341,2340690,981059,1186373
5150,PR45151,1112650496,1194124,2206405,1939094,2341608,981440,1186834
5151,PR45152,1113078656,1194588,2207262,1939847,2342526,981821,1187295
5152,PR45153,1113506944,1195051,2208119,1940600,2343444,982202,1187756
5153,PR45154,1113935232,1195515,2208976,1941353,2344362,982583,1188217
5154,PR45155,1114363648,1195979,2209833,1942106,2345281,982965,1188678
5155,PR45156,1114792192,1196443,2210690,1942860,2346200,983346,1189139
5156,PR45157,1115220736,1196907,2211548,1943613,2347119,983727,1189600
5157,PR45158,1115649408,1197371,2212406,1944367,2348038,984109,1190062
5158,PR45159,1116078080,1197836,2213263,1945121,2348957,984491,1190523
5159,PR45160,1116506880,1198300,2214121,1945875,2349876,984872,1190985
5160,PR45161,1116935808,1198765,2214980,1946629,2350796,985254,1191446
5161,PR45162,1117364736,1199229,2215838,1947384,2351716,985636,1191908
5162,PR45163,1117793792,1199694,2216696,1948138,2352636,986018,1192370
5163,PR45164,1118222976,1200158,2217555,1948893,2353556,986400,1192832
5164,PR45165,1118652160,1200623,2218414,1949648,2354476,986782,1193294
5165,PR45166,1119081472,1201088,2219273,1950402,2355397,987164,1193756
5166,PR45167,1119510912,1201553,2220132,1951158,2356317,987546,1194218
5167,PR45168,1119940352,1202018,2220991,1951913,2357238,987928,1194680
5168,PR45169,1120369920,1202483,2221851,1952668,2358159,988311,1195142
5169,PR45170,1120799488,1202949,2222711,1953424,2359081,988693,1195605
5170,PR45171,1121229184,1203414,2223570,1954179,2360002,989076,1196067
5171,PR45172,1121659008,1203880,2224430,1954935,2360924,989458,1196530
5172,PR45173,1122088960,1204345,2225291,1955691,2361846,989841,1196993
5173,PR45174,1122518912,1204811,2226151,1956447,2362768,990223,1197455
5174,PR45175,1122948992,1205276,2227011,1957203,2363690,990606,1197918
5175,PR45176,1123379200,1205742,2227872,1957960,2364612,990989,1198381
5176,PR45177,1123809408,1206208,2228733,1958716,2365535,991372,1198844
5177,PR45178,1124239744,1206674,2229594,1959473,2366458,991755,1199307
5178,PR45179,1124670208,1207140,2230455,1960230,2367381,992138,1199771
5179,PR45180,1125100672,1207606,2231316,1960987,2368305,992521,1200234
5180,PR45181,1125531264,1208073,2232178,1961744,2369228,992904,1200697
5181,PR45182,1125961984,1208539,2233040,1962501,2370152,993288,1201161
5182,PR45183,1126392832,1209006,2233901,1963259,2371076,993671,1201625
5183,PR45184,1126823680,1209472,2234763,1964016,2372000,994055,1202088
5184,PR45185,1127254656,1209939,2235626,1964774,2372924,994438,1202552
5185,PR45186,1127685760,1210405,2236488,1965532,2373849,994822,1203016
5186,PR45187,1128116864,1210872,2237350,1966290,2374774,995205,1203480
5187,PR45188,1128548096,1211339,2238213,1967048,2375699,995589,1203944
5188,PR45189,1128979456,1211806,2239076,1967806,2376624,995973,1204408
5189,PR45190,1129410816,1212273,2239939,1968564,2377549,996357,1204872
5190,PR45191,1129842304,1212740,2240802,1969323,2378475,996741,1205336
5191,PR45192,1130273920,1213208,2241665,1970082,2379400,997125,1205801
5192,PR45193,1130705536,1213675,2242529,1970841,2380326,997509,1206265
5193,PR45194,1131137280,1214142,2243393,1971600,2381252,997893,1206730
5194,PR45195,1131569152,1214610,2244256,1972359,2382179,998277,1207195
5195,PR45196,1132001024,1215077,2245120,1973118,2383105,998662,1207659
5196,PR45197,1132433024,1215545,2245985,1973878,2384032,999046,1208124
5197,PR45198,1132865152,1216013,2246849,1974637,2384958,999430,1208589
5198,PR45199,1133297280,1216481,2247713,1975397,2385885,999815,1209054
5199,PR45200,1133729536,1216949,2248578,1976157,2386812,1000200,1209519
5200,PR45201,1134161920,1217417,2249443,1976917,2387740,1000584,1209984
5201,PR45202,1134594304,1217885,2250308,1977677,2388667,1000969,1210450
5202,PR45203,1135026816,1218353,2251173,1978437,2389595,1001354,1210915
5203,PR45204,1135459328,1218822,2252038,1979198,2390522,1001739,1211381
5204,PR45205,1135891968,1219290,2252904,1979959,2391450,1002124,1211846
5205,PR45206,1136324736,1219759,2253770,1980719,2392378,1002509,1212312
5206,PR45207,1136757504,1220227,2254635,1981480,2393307,1002894,1212778
5207,PR45208,1137190400,1220696,2255501,1982241,2394235,1003279,1213243
5208,PR45209,1137623296,1221165,2256368,1983003,2395164,1003665,1213709
5209,PR45210,1138056320,1221634,2257234,1983764,2396092,1004050,1214175
5210,PR45211,1138489472,1222103,2258100,1984525,2397021,1004435,1214641
5211,PR45212,1138922624,1222572,2258967,1985287,2397951,1004821,1215108
5212,PR45213,1139355904,1223041,2259834,1986049,2398880,1005207,1215574
5213,PR45214,1139789184,1223510,2260701,1986811,2399809,1005592,1216040
5214,PR45215,1140222592,1223979,2261568,1987573,2400739,1005978,1216507
5215,PR45216,1140656128,1224449,2262435,1988335,2401669,1006364,1216973
5216,PR45217,1141089664,1224918,2263303,1989098,2402599,1006750,1217440
5217,PR45218,1141523328,1225388,2264171,1989860,2403529,1007136,1217907
5218,PR45219,1141956992,1225857,2265038,1990623,2404460,1007522,1218374
5219,PR45220,1142390784,1226327,2265906,1991386,2405391,1007908,1218840
5220,PR45221,1142824704,1226797,2266775,1992149,2406321,1008294,1219307
5221,PR45222,1143258624,1227267,2267643,1992912,2407252,1008680,1219775
5222,PR45223,1143692672,1227737,2268511,1993675,2408184,1009067,1220242
5223,PR45224,1144126720,1228207,2269380,1994438,2409115,1009453,1220709
5224,PR45225,1144560896,1228677,2270249,1995202,2410046,1009839,1221176
5225,PR45226,1144995200,1229148,2271118,1995966,2410978,1010226,1221644
5226,PR45227,1145429504,1229618,2271987,1996729,2411910,1010613,1222111
5227,PR45228,1145863936,1230089,2272856,1997493,2412842,1010999,1222579
5228,PR45229,1146298368,1230559,2273726,1998258,2413774,1011386,1223047
5229,PR45230,1146732928,1231030,2274596,1999022,2414706,1011773,1223514
5230,PR45231,1147167616,1231501,2275465,1999786,2415639,1012160,1223982
5231,PR45232,1147602304,1231972,2276335,2000551,2416572,1012547,1224450
5232,PR45233,1148037120,1232443,2277206,2001316,2417504,1012934,1224918
5233,PR45234,1148472064,1232914,2278076,2002080,2418437,1013321,1225387
5234,PR45235,1148907008,1233385,2278946,2002845,2419371,1013708,1225855
5235,PR45236,1149342080,1233856,2279817,2003611,2420304,1014096,1226323
5236,PR45237,1149777152,1234327,2280688,2004376,2421238,1014483,1226792
5237,PR45238,1150212352,1234799,2281559,2005141,2422171,1014870,1227260
5238,PR45239,1150647680,1235270,2282430,2005907,2423105,1015258,1227729
5239,PR45240,1151083008,1235742,2283301,2006673,2424039,1015645,1228197
5240,PR45241,1151518464,1236213,2284172,2007439,2424974,1016033,1228666
5241,PR45242,1151953920,1236685,2285044,2008205,2425908,1016421,1229135
5242,PR45243,1152389504,1237157,2285916,2008971,2426843,1016809,1229604
5243,PR45244,1152825216,1237629,2286788,2009737,2427777,1017197,1230073
5244,PR45245,1153260928,1238101,2287660,2010504,2428712,1017584,1230542
